"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","establishmentMeans","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","institutionKey","collectionKey","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","identifier","institutionID","nomenclaturalCode","verbatimEventDate","higherGeography","endDayOfYear","georeferenceVerificationStatus","locality","verbatimLocality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","vernacularName","institutionCode","rights","startDayOfYear","occurrenceRemarks","accessRights","behavior","name","individualCount","sex","dateIdentified","coordinateUncertaintyInMeters","dynamicProperties","identificationVerificationStatus","locationAccordingTo","preparations","eventTime","identificationRemarks","identifiedBy","georeferencedDate","recordNumber","georeferencedBy","georeferenceProtocol","verbatimCoordinateSystem","otherCatalogNumbers","organismID","previousIdentifications","identificationQualifier","collectionID","higherClassification","georeferenceSources","elevation","rightsHolder","higherGeographyID","locationRemarks","georeferenceRemarks","disposition","ownerInstitutionCode","county","fieldNumber","lifeStage","waterBody","habitat","datasetName","elevationAccuracy","eventRemarks","bibliographicCitation","eventID","locationID","identificationID","originalNameUsage","verbatimTaxonRank","recordedByIDs.type","recordedByIDs.value","nameAccordingTo","projectId","coordinatePrecision","earliestAgeOrLowestStage","namePublishedInYear","associatedReferences","taxonID","taxonConceptID","lithostratigraphicTerms","X.17abcf75.2f1e.46dd.bf75.a5b21dd02655.","organismQuantity","organismQuantityType","http...rs.tdwg.org.dwc.terms.organismQuantity","http...rs.tdwg.org.dwc.terms.organismQuantityType","datasetID","parentNameUsage"
"57","1318391427","Aotus trivirgatus (Humboldt, 1811)",5.3,-66.22,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:10.647+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,7,10,"1967-07-10T00:00:00",NA,"2021-09-08T13:29:10.647+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3349783d0-0ed4-4440-a0ce-0bc047a8d4b3","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"10 Jul 1967","South America, Venezuela, Amazonas","191",NA,"San Juan, 163 Km ESE Pto. Ayacucho, Rio Manapiare",NA,NA,"Mammals","1318391427","http://n2t.net/ark:/65665/3349783d0-0ed4-4440-a0ce-0bc047a8d4b3","PhysicalObject","Smithsonian Venezuelan Project","495193",NA,"USNM",NA,"191",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Fluid",NA,NA,NA,NA,"25691",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,155,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","1319359188","Aotus trivirgatus (Humboldt, 1811)",5.13,-66.27,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:06.119+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,7,12,"1967-07-12T00:00:00",NA,"2021-09-08T13:30:06.119+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/35f65833f-6f7f-4745-8cc5-d31c458256a7","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"12 Jul 1967","South America, Venezuela, Amazonas","193",NA,"San Juan, 163 Km ESE Pto. Ayacucho, Rio Manapiare",NA,NA,"Mammals","1319359188","http://n2t.net/ark:/65665/35f65833f-6f7f-4745-8cc5-d31c458256a7","PhysicalObject","Smithsonian Venezuelan Project","406556",NA,"USNM",NA,"193",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"26230",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,155,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","1319500782","Aotus trivirgatus (Humboldt, 1811)",5.3,-66.22,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:28:41.139+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,7,20,"1967-07-20T00:00:00",NA,"2021-09-08T13:28:41.139+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/365aad6e3-6f97-4980-9c29-f6310c409649","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"20 Jul 1967","South America, Venezuela, Amazonas","201",NA,"San Juan, 163 Km ESE Pto. Ayacucho, Rio Manapiare",NA,NA,"Mammals","1319500782","http://n2t.net/ark:/65665/365aad6e3-6f97-4980-9c29-f6310c409649","PhysicalObject","Smithsonian Venezuelan Project","406559",NA,"USNM",NA,"201",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"27885",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,155,NA,NA,NA,NA,NA,NA,NA,NA,"Subadult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","1319788027","Aotus trivirgatus (Humboldt, 1811)",5.13,-66.27,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:16.799+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,7,12,"1967-07-12T00:00:00",NA,"2021-09-08T13:29:16.799+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/37262f5dc-0b94-4155-b7bc-c83a8031eb63","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"12 Jul 1967","South America, Venezuela, Amazonas","193",NA,"San Juan, 163 Km ESE Pto. Ayacucho, Rio Manapiare",NA,NA,"Mammals","1319788027","http://n2t.net/ark:/65665/37262f5dc-0b94-4155-b7bc-c83a8031eb63","PhysicalObject","Smithsonian Venezuelan Project","406555",NA,"USNM",NA,"193",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"26222",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,155,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","1319985023","Aotus trivirgatus (Humboldt, 1811)",5.3,-66.22,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:19.695+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,7,10,"1967-07-10T00:00:00",NA,"2021-09-08T13:29:19.695+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/37b193957-0a71-4fed-8338-87b89c4b7834","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"10 Jul 1967","South America, Venezuela, Amazonas","191",NA,"San Juan, 163 Km ESE Pto. Ayacucho, Rio Manapiare",NA,NA,"Mammals","1319985023","http://n2t.net/ark:/65665/37b193957-0a71-4fed-8338-87b89c4b7834","PhysicalObject","Smithsonian Venezuelan Project","406553",NA,"USNM",NA,"191",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"25690",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,155,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","1321365379","Aotus trivirgatus (Humboldt, 1811)",5.3,-66.22,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:20.031+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,7,5,"1967-07-05T00:00:00",NA,"2021-09-08T13:29:20.031+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3b81edc3e-3faf-44f4-86ae-f42a4072bb72","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"5 Jul 1967","South America, Venezuela, Amazonas","186",NA,"San Juan, 163 Km ESE Pto. Ayacucho, Rio Manapiare",NA,NA,"Mammals","1321365379","http://n2t.net/ark:/65665/3b81edc3e-3faf-44f4-86ae-f42a4072bb72","PhysicalObject","Smithsonian Venezuelan Project","406552",NA,"USNM",NA,"186",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"19989",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,155,NA,NA,NA,NA,NA,NA,NA,NA,"Subadult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","1322264990","Aotus trivirgatus (Humboldt, 1811)",5.3,-66.22,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:30:14.930+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,7,3,"1967-07-03T00:00:00",NA,"2021-09-08T13:30:14.930+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3dff4161c-aa3b-4cc8-977b-4c91f7ffa3f8","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"3 Jul 1967","South America, Venezuela, Amazonas","184",NA,"San Juan, 163 Km ESE Pto. Ayacucho, Rio Manapiare",NA,NA,"Mammals","1322264990","http://n2t.net/ark:/65665/3dff4161c-aa3b-4cc8-977b-4c91f7ffa3f8","PhysicalObject","Smithsonian Venezuelan Project","495191",NA,"USNM",NA,"184",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Fluid",NA,NA,NA,NA,"19805",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,155,NA,NA,NA,NA,NA,NA,NA,NA,"Nestling",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","1322913057","Aotus trivirgatus (Humboldt, 1811)",5.3,-66.22,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:37.452+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,7,5,"1967-07-05T00:00:00",NA,"2021-09-08T13:29:37.452+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3fca7f236-4246-4587-b4a4-d28dea44f4ca","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"5 Jul 1967","South America, Venezuela, Amazonas","186",NA,"San Juan, 163 Km ESE Pto. Ayacucho, Rio Manapiare",NA,NA,"Mammals","1322913057","http://n2t.net/ark:/65665/3fca7f236-4246-4587-b4a4-d28dea44f4ca","PhysicalObject","Smithsonian Venezuelan Project","406551",NA,"USNM",NA,"186",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"19965",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,155,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","1321137933","Aotus trivirgatus (Humboldt, 1811)",5.55,-67.6,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:31.124+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1967,10,11,"1967-10-11T00:00:00",NA,"2021-09-08T13:29:31.124+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3ae0a5d1a-4f4a-4b95-9a36-82d37eefbf7c","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"11 Oct 1967","South America, Venezuela, Amazonas","284",NA,"Pto. Ayacucho, 14 Km SSE Pto. Ayacucho, El Gavilan",NA,NA,"Mammals","1321137933","http://n2t.net/ark:/65665/3ae0a5d1a-4f4a-4b95-9a36-82d37eefbf7c","PhysicalObject","Smithsonian Venezuelan Project","406562",NA,"USNM",NA,"284",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"31686",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,135,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","1322706175","Aotus trivirgatus (Humboldt, 1811)",2.5,-65.22,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:24.930+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Amazonas",1966,2,13,"1966-02-13T00:00:00",NA,"2021-09-08T13:29:24.930+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3f37b8a52-ba00-4e5e-affe-9fe6b63cd294","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"13 Feb 1966","South America, Venezuela, Amazonas","44",NA,"Boca Mavaca, 84 Km SSE Esmeralda",NA,NA,"Mammals","1322706175","http://n2t.net/ark:/65665/3f37b8a52-ba00-4e5e-affe-9fe6b63cd294","PhysicalObject","Smithsonian Venezuelan Project","372771",NA,"USNM",NA,"44",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"FEMALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"06554",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,138,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical humid forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","1320200580","Aotus trivirgatus (Humboldt, 1811)",9.53,-70.67,"gass84,osiic,colmafu","821cc27a-e3bb-4bc5-ac34-89ada245069d","bc092ff0-02e4-11dc-991f-b8a03c50a862","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","US","DWC_ARCHIVE","2021-09-05T14:54:29.296+00:00","2021-09-08T13:29:27.507+00:00",215,"bc092ff0-02e4-11dc-991f-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",NA,5219590,1,44,359,798,3239574,2436667,5219590,5219590,"Aotus trivirgatus (Humboldt, 1811)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus trivirgatus","Aotus","trivirgatus","SPECIES","ACCEPTED","LC","SOUTH_AMERICA","Trujillo",1965,12,9,"1965-12-09T00:00:00",NA,"2021-09-08T13:29:27.507+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","586ee56e-b0fe-4dff-b7f9-aeb104f3308a","c0e59491-e319-4822-90bf-3e3c6fbd4a13",FALSE,"WGS84","Mammalia","VEN","none","none","Venezuela (Bolivarian Republic of)","http://n2t.net/ark:/65665/3849d755c-04c9-4159-b68c-7669105a0037","http://biocol.org/urn:lsid:biocol.org:col:34871",NA,"9 Dec 1965","South America, Venezuela, Trujillo","343",NA,"Valera, 25 Km NW Valera, Nr. Agua Santa",NA,NA,"Mammals","1320200580","http://n2t.net/ark:/65665/3849d755c-04c9-4159-b68c-7669105a0037","PhysicalObject","Smithsonian Venezuelan Project","372769",NA,"USNM",NA,"343",NA,NA,NA,"Aotus trivirgatus (Humboldt, 1811)",1,"MALE",NA,NA,NA,NA,NA,"Skin; Skull",NA,NA,NA,NA,"03705",NA,NA,"Degrees Minutes Seconds",NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Aotidae",NA,90,NA,NA,NA,NA,NA,NA,NA,NA,"Adult",NA,"Tropical dry forest","NMNH Extant Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
