"species_search","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","isInCluster","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","name","lifeStage","infraspecificEpithet","informationWithheld","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","individualCount","continent","vernacularName","locality","higherClassification","X.99d66b6c.9087.452f.a9d4.f15f2c2d0e7e.","establishmentMeans","institutionKey","collectionKey","institutionID","nomenclaturalCode","higherGeography","endDayOfYear","georeferenceVerificationStatus","language","type","startDayOfYear","accessRights","behavior","elevation","elevationAccuracy","depth","depthAccuracy","sex","recordNumber","habitat","verbatimCoordinateSystem","preparations","georeferencedBy","georeferenceProtocol","georeferenceSources","county","fieldNumber","locationRemarks","organismID","ownerInstitutionCode","datasetID","collectionID","disposition","organismRemarks","created","associatedSequences","dynamicProperties","identificationVerificationStatus","locationAccordingTo","georeferencedDate","otherCatalogNumbers","previousIdentifications","identificationQualifier","download"
"Aotus azarae","665903718","Aotus infulatus (Kuhl, 1820)",-2.9,-55.083332,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:14.351+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219588,1,44,359,798,3239574,2436667,5707409,5707410,"Aotus azarae infulatus (Kuhl, 1820)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","infulatus","SPECIES","SYNONYM",NA,NA,NA,"Para",1959,8,23,"1959-08-23T00:00:00",NA,"2021-03-30T10:22:14.351+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BR","none","none","Brazil","The Field Museum of Natural History","c5241a60-0e50-4ac1-95c6-8f4c7203c730",NA,NA,NA,NA,"Mammals","665903718","c5241a60-0e50-4ac1-95c6-8f4c7203c730",NA,"A. M. Olalla","92164",NA,"FMNH",NA,NA,NA,NA,"Aotus infulatus (Kuhl, 1820)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Rio Tapajos, right bank, Tapaiuna","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Brazil, Para, Neotropics: Rio Tapajos, right bank, Tapaiuna",NA,NA,"en","PhysicalObject","23","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,"FEMALE","820",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"4435","decimal degrees","2591034","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus azarae","665903720","Aotus infulatus (Kuhl, 1820)",-2.9,-55.083332,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.829+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219588,1,44,359,798,3239574,2436667,5707409,5707410,"Aotus azarae infulatus (Kuhl, 1820)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","infulatus","SPECIES","SYNONYM",NA,NA,NA,"Para",1959,8,23,"1959-08-23T00:00:00",NA,"2021-03-30T10:22:12.829+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BR","none","none","Brazil","The Field Museum of Natural History","759e2ef6-b3c9-4da8-9d44-dbe9ee447602",NA,NA,NA,NA,"Mammals","665903720","759e2ef6-b3c9-4da8-9d44-dbe9ee447602",NA,"A. M. Olalla","92163",NA,"FMNH",NA,NA,NA,NA,"Aotus infulatus (Kuhl, 1820)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Rio Tapajos, right bank, Tapaiuna","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Brazil, Para, Neotropics: Rio Tapajos, right bank, Tapaiuna",NA,NA,"en","PhysicalObject","23","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,"FEMALE","819",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"4437","decimal degrees","2591033","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus azarae","665865524","Aotus infulatus (Kuhl, 1820)",-3.666667,-55.5,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.324+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219588,1,44,359,798,3239574,2436667,5707409,5707410,"Aotus azarae infulatus (Kuhl, 1820)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","infulatus","SPECIES","SYNONYM",NA,NA,NA,"Para",1958,6,27,"1958-06-27T00:00:00",NA,"2021-03-30T10:22:12.324+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BR","none","none","Brazil","The Field Museum of Natural History","23cc5918-878e-4303-962f-052b06cbd487",NA,NA,NA,NA,"Mammals","665865524","23cc5918-878e-4303-962f-052b06cbd487",NA,"A. M. Olalla","92159",NA,"FMNH",NA,NA,NA,NA,"Aotus infulatus (Kuhl, 1820)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Rio Tapajos, Fordlandia","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Brazil, Para, Neotropics: Rio Tapajos, Fordlandia",NA,NA,"en","PhysicalObject","27","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,"FEMALE","634",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"59942","decimal degrees","2591029","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus azarae","665865528","Aotus infulatus (Kuhl, 1820)",-3.666667,-55.5,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.966+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219588,1,44,359,798,3239574,2436667,5707409,5707410,"Aotus azarae infulatus (Kuhl, 1820)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","infulatus","SPECIES","SYNONYM",NA,NA,NA,"Para",1958,6,20,"1958-06-20T00:00:00",NA,"2021-03-30T10:22:12.966+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BR","none","none","Brazil","The Field Museum of Natural History","50e1fd93-9602-4ba2-9c9c-a263ae55ed77",NA,NA,NA,NA,"Mammals","665865528","50e1fd93-9602-4ba2-9c9c-a263ae55ed77",NA,"A. M. Olalla","92155",NA,"FMNH",NA,NA,NA,NA,"Aotus infulatus (Kuhl, 1820)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Rio Tapajos, Fordlandia","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Brazil, Para, Neotropics: Rio Tapajos, Fordlandia",NA,NA,"en","PhysicalObject","20","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,"MALE","628",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"59944","decimal degrees","2591025","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus azarae","665865530","Aotus infulatus (Kuhl, 1820)",-3.666667,-55.5,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:14.012+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219588,1,44,359,798,3239574,2436667,5707409,5707410,"Aotus azarae infulatus (Kuhl, 1820)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","infulatus","SPECIES","SYNONYM",NA,NA,NA,"Para",1958,6,20,"1958-06-20T00:00:00",NA,"2021-03-30T10:22:14.012+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BR","none","none","Brazil","The Field Museum of Natural History","a02bfc0c-f22d-44fe-8f4f-5d7ee90eabd9",NA,NA,NA,NA,"Mammals","665865530","a02bfc0c-f22d-44fe-8f4f-5d7ee90eabd9",NA,"A. M. Olalla","92156",NA,"FMNH",NA,NA,NA,NA,"Aotus infulatus (Kuhl, 1820)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Rio Tapajos, Fordlandia","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Brazil, Para, Neotropics: Rio Tapajos, Fordlandia",NA,NA,"en","PhysicalObject","20","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,"FEMALE","629",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"59946","decimal degrees","2591026","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus azarae","665865531","Aotus infulatus (Kuhl, 1820)",-3.666667,-55.5,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.510+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219588,1,44,359,798,3239574,2436667,5707409,5707410,"Aotus azarae infulatus (Kuhl, 1820)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","infulatus","SPECIES","SYNONYM",NA,NA,NA,"Para",1958,6,20,"1958-06-20T00:00:00",NA,"2021-03-30T10:22:13.510+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BR","none","none","Brazil","The Field Museum of Natural History","8128fc60-bc9e-4f32-9e7c-e47eb20740ae",NA,NA,NA,NA,"Mammals","665865531","8128fc60-bc9e-4f32-9e7c-e47eb20740ae",NA,"A. M. Olalla","92157",NA,"FMNH",NA,NA,NA,NA,"Aotus infulatus (Kuhl, 1820)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Rio Tapajos, Fordlandia","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Brazil, Para, Neotropics: Rio Tapajos, Fordlandia",NA,NA,"en","PhysicalObject","20","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,"FEMALE","630",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"59947","decimal degrees","2591027","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus azarae","665865532","Aotus infulatus (Kuhl, 1820)",-3.666667,-55.5,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:15.254+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219588,1,44,359,798,3239574,2436667,5707409,5707410,"Aotus azarae infulatus (Kuhl, 1820)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","infulatus","SPECIES","SYNONYM",NA,NA,NA,"Para",1958,6,27,"1958-06-27T00:00:00",NA,"2021-03-30T10:22:15.254+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BR","none","none","Brazil","The Field Museum of Natural History","ca4411be-3ceb-4586-9b0c-7e9acd59b21c",NA,NA,NA,NA,"Mammals","665865532","ca4411be-3ceb-4586-9b0c-7e9acd59b21c",NA,"A. M. Olalla","92158",NA,"FMNH",NA,NA,NA,NA,"Aotus infulatus (Kuhl, 1820)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Rio Tapajos, Fordlandia","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Brazil, Para, Neotropics: Rio Tapajos, Fordlandia",NA,NA,"en","PhysicalObject","27","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,"MALE","633",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"59948","decimal degrees","2591028","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus azarae","665865526","Aotus infulatus (Kuhl, 1820)",-3.666667,-55.5,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.684+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219588,1,44,359,798,3239574,2436667,5707409,5707410,"Aotus azarae infulatus (Kuhl, 1820)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","infulatus","SPECIES","SYNONYM",NA,NA,NA,"Para",1958,10,7,"1958-10-07T00:00:00",NA,"2021-03-30T10:22:13.684+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BR","none","none","Brazil","The Field Museum of Natural History","8e041e7b-fd5c-4d5a-91c4-bf635634b8a3",NA,NA,NA,NA,"Mammals","665865526","8e041e7b-fd5c-4d5a-91c4-bf635634b8a3",NA,"A. M. Olalla","92160",NA,"FMNH",NA,NA,NA,NA,"Aotus infulatus (Kuhl, 1820)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Rio Tapajos, Fordlandia","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Brazil, Para, Neotropics: Rio Tapajos, Fordlandia",NA,NA,"en","PhysicalObject","7","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,"FEMALE","649",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"59943","decimal degrees","2591030","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus azarae","665865529","Aotus infulatus (Kuhl, 1820)",-3.666667,-55.5,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.246+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219588,1,44,359,798,3239574,2436667,5707409,5707410,"Aotus azarae infulatus (Kuhl, 1820)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","infulatus","SPECIES","SYNONYM",NA,NA,NA,"Para",1958,10,28,"1958-10-28T00:00:00",NA,"2021-03-30T10:22:13.246+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BR","none","none","Brazil","The Field Museum of Natural History","d59d48c9-43d2-49c6-93b7-8195f060df53",NA,NA,NA,NA,"Mammals","665865529","d59d48c9-43d2-49c6-93b7-8195f060df53",NA,"A. M. Olalla","92161",NA,"FMNH",NA,NA,NA,NA,"Aotus infulatus (Kuhl, 1820)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Rio Tapajos, Fordlandia","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Brazil, Para, Neotropics: Rio Tapajos, Fordlandia",NA,NA,"en","PhysicalObject","28","http://fieldmuseum.org/about/copyright-information",NA,NA,NA,NA,NA,"FEMALE","678",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"59945","decimal degrees","2591031","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus azarae","665842057","Aotus azarae boliviensis Elliot, 1907",-14,-69,"gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:12.618+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5707415,1,44,359,798,3239574,2436667,5707409,5707415,"Aotus azarae boliviensis Elliot, 1907","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"Puno",1952,1,17,"1952-01-17T00:00:00",NA,"2021-03-30T10:22:12.618+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","3d34e3f9-26bd-4da5-9372-44a81c67c250",NA,NA,NA,NA,"Mammals","665842057","3d34e3f9-26bd-4da5-9372-44a81c67c250",NA,"H. H. Heller","79875",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae boliviensis Elliot, 1907",NA,"boliviensis",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Pampa Grande, below San Ignacio","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Peru, Puno, Sandia, Neotropics: Pampa Grande, below San Ignacio",NA,NA,"en","PhysicalObject","17","http://fieldmuseum.org/about/copyright-information",NA,914,NA,NA,NA,"FEMALE","204",NA,NA,"skin,skull",NA,"not recorded",NA,"Sandia","69453","decimal degrees","2578748","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus azarae","665836323","Aotus infulatus (Kuhl, 1820)",-2.433333,-54.700001,"cdround,gass84,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:14.100+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5219588,1,44,359,798,3239574,2436667,5707409,5707410,"Aotus azarae infulatus (Kuhl, 1820)","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","infulatus","SPECIES","SYNONYM",NA,NA,NA,"Para",1951,1,26,"1951-01-26T00:00:00",NA,"2021-03-30T10:22:14.100+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","BR","none","none","Brazil","The Field Museum of Natural History","ab26f03c-3432-4fcc-bb9f-21e494b8f6ed",NA,NA,NA,NA,"Mammals","665836323","ab26f03c-3432-4fcc-bb9f-21e494b8f6ed",NA,"W. A. Riffler","74180",NA,"FMNH",NA,NA,NA,NA,"Aotus infulatus (Kuhl, 1820)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Rio Tapajos, Santarem","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Brazil, Para, Neotropics: Rio Tapajos, Santarem",NA,NA,"en","PhysicalObject","26","http://fieldmuseum.org/about/copyright-information",NA,15,NA,NA,NA,"FEMALE","4",NA,NA,"skin,skull",NA,"not recorded",NA,NA,"37308","decimal degrees","2573053","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
"Aotus azarae","665842058","Aotus azarae boliviensis Elliot, 1907",-14,-69,"gass84,txmatfuz,colmafu,inmafu","41fc5c40-5e81-496f-9733-6b5681b3b7a5","7b8aff00-a9f8-11d8-944b-b8a03c50a862","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2021-03-28T07:21:58.756+00:00","2021-03-30T10:22:13.204+00:00",195,"7b8aff00-a9f8-11d8-944b-b8a03c50a862","PRESERVED_SPECIMEN","PRESENT",5707415,1,44,359,798,3239574,2436667,5707409,5707415,"Aotus azarae boliviensis Elliot, 1907","Animalia","Chordata","Primates","Aotidae","Aotus","Aotus azarae","Aotus","azarae","SUBSPECIES","ACCEPTED","DD",NA,NA,"Puno",1951,10,31,"1951-10-31T00:00:00",NA,"2021-03-30T10:22:13.204+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none",FALSE,"WGS84","Mammalia","PE","none","none","Peru","The Field Museum of Natural History","be7ffad8-cb42-40e4-ac15-296d059d01b8",NA,NA,NA,NA,"Mammals","665842058","be7ffad8-cb42-40e4-ac15-296d059d01b8",NA,"H. H. Heller","79876",NA,"FMNH",NA,NA,NA,NA,"Aotus azarae boliviensis Elliot, 1907",NA,"boliviensis",NA,NA,NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,"Pampa Grande, below San Ignacio","Animalia Chordata Mammalia Primates Aotidae","99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",NA,"e71f36f1-e271-4720-a604-3c5a1418e7aa","6999cd7a-b2a3-4f56-b5c4-0b0f1b70adba","FMNH",NA,"South America, Peru, Puno, Sandia, Neotropics: Pampa Grande, below San Ignacio",NA,NA,"en","PhysicalObject","31","http://fieldmuseum.org/about/copyright-information",NA,914,NA,NA,NA,"MALE","157",NA,NA,"skin,skull",NA,"not recorded",NA,"Sandia","69454","decimal degrees","2578749","FMNH","mammals-24-sep-2020","Mammals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"succeded"
